Timestamp,Location,Latitude,Longitude,Traffic Volume,Average Speed (km/h),Weather,Rain (mm),Accident,Event,Public Transport Density,Congestion Level
2026-05-03T05:45:00,City Mall,28.557432,77.277254,127.97,24.56,Cloudy,0.0,1,0,0.54,Medium
2026-05-03T06:00:00,City Mall,28.567361,77.221744,136.98,20.25,Cloudy,0.0,0,0,0.39,Medium
2026-05-03T06:15:00,Airport Road,28.589207,77.272486,139.64,69.66,Clear,0.0,0,0,0.49,Low
2026-05-03T06:30:00,City Mall,28.589113,77.184619,121.78,39.14,Cloudy,0.0,0,1,0.48,Medium
2026-05-03T06:45:00,University Circle,28.54019,77.256906,91.35,36.6,Rainy,1.95,0,0,0.66,Medium
2026-05-03T07:00:00,City Mall,28.691701,77.214855,146.51,44.58,Rainy,1.66,0,0,0.71,Medium
2026-05-03T07:15:00,University Circle,28.619038,77.146148,136.49,63.29,Clear,0.0,0,0,0.11,Low
2026-05-03T07:30:00,Tech Park,28.624134,77.263514,122.63,34.5,Clear,0.0,0,0,0.79,Medium
2026-05-03T07:45:00,Tech Park,28.547807,77.214937,74.23,63.28,Clear,0.0,0,0,0.65,Low
2026-05-03T08:00:00,Industrial Belt,28.677844,77.226209,179.61,10.34,Clear,0.0,1,0,0.44,High
2026-05-03T08:15:00,Airport Road,28.670031,77.143062,135.94,39.57,Clear,0.0,1,0,0.58,Medium
2026-05-03T08:30:00,Industrial Belt,28.640883,77.2777,251.52,49.44,Clear,0.0,0,0,0.41,High
2026-05-03T08:45:00,Downtown,28.6517,77.213774,116.83,41.85,Clear,0.0,0,1,0.69,Medium
2026-05-03T09:00:00,City Mall,28.619114,77.137292,149.89,25.39,Clear,0.0,1,0,0.44,High
2026-05-03T09:15:00,City Mall,28.534334,77.147671,206.61,58.68,Rainy,0.75,0,0,0.67,Medium
2026-05-03T09:30:00,University Circle,28.684034,77.157997,174.94,31.04,Cloudy,0.0,0,0,0.52,Medium
2026-05-03T09:45:00,Downtown,28.65398,77.256926,164.51,35.5,Clear,0.0,0,1,0.7,Medium
2026-05-03T10:00:00,Tech Park,28.664556,77.199262,120.25,21.88,Clear,0.0,0,0,0.15,Medium
2026-05-03T10:15:00,Downtown,28.590758,77.191637,153.85,30.66,Clear,0.0,0,0,0.77,Medium
2026-05-03T10:30:00,Tech Park,28.556184,77.256044,149.17,37.59,Rainy,9.3,0,0,0.7,Medium
2026-05-03T10:45:00,Industrial Belt,28.566627,77.24325,150.04,49.71,Clear,0.0,0,0,0.54,Medium
2026-05-03T11:00:00,City Mall,28.554298,77.192566,104.45,49.53,Clear,0.0,0,0,0.8,Low
2026-05-03T11:15:00,Airport Road,28.648489,77.224845,155.3,30.87,Clear,0.0,0,0,0.43,Medium
2026-05-03T11:30:00,Tech Park,28.627697,77.209942,112.9,45.56,Rainy,1.75,0,0,0.68,Medium
2026-05-03T11:45:00,Tech Park,28.657299,77.18891,98.04,39.06,Clear,0.0,0,0,0.36,Medium
2026-05-03T12:00:00,City Mall,28.594589,77.24808,94.47,52.39,Cloudy,0.0,0,0,0.44,Low
2026-05-03T12:15:00,Tech Park,28.681077,77.184415,164.45,35.18,Cloudy,0.0,0,0,0.51,Medium
2026-05-03T12:30:00,Airport Road,28.600928,77.275375,110.45,57.97,Cloudy,0.0,0,0,0.22,Low
2026-05-03T12:45:00,Downtown,28.687671,77.152786,92.03,43.03,Storm,11.07,0,0,0.56,Medium
2026-05-03T13:00:00,University Circle,28.589802,77.203917,69.82,62.58,Rainy,0.11,0,0,0.68,Low
2026-05-03T13:15:00,Downtown,28.598022,77.218542,108.01,40.54,Rainy,1.32,0,0,0.64,Medium
2026-05-03T13:30:00,Airport Road,28.668266,77.267719,162.78,18.91,Clear,0.0,0,0,0.24,High
2026-05-03T13:45:00,City Mall,28.562467,77.233439,155.36,40.79,Clear,0.0,0,0,0.51,Medium
2026-05-03T14:00:00,University Circle,28.687924,77.280106,110.35,32.31,Clear,0.0,0,0,0.67,Medium
2026-05-03T14:15:00,City Mall,28.674131,77.231868,136.34,51.33,Cloudy,0.0,0,0,0.6,Medium
2026-05-03T14:30:00,University Circle,28.628347,77.17189,75.18,66.06,Cloudy,0.0,0,0,0.72,Low
2026-05-03T14:45:00,Downtown,28.611465,77.210993,118.92,55.44,Clear,0.0,0,0,0.74,Low
2026-05-03T15:00:00,Industrial Belt,28.691404,77.21311,101.11,35.66,Clear,0.0,0,0,0.26,Medium
2026-05-03T15:15:00,Downtown,28.59874,77.208594,139.32,38.26,Clear,0.0,0,0,0.61,Medium
2026-05-03T15:30:00,University Circle,28.629486,77.225083,84.87,51.12,Rainy,0.06,0,0,0.32,Low
2026-05-03T15:45:00,University Circle,28.563399,77.143454,112.12,59.49,Rainy,3.18,0,1,0.82,Medium
2026-05-03T16:00:00,Industrial Belt,28.651112,77.16339,99.85,46.46,Cloudy,0.0,0,0,0.49,Low
2026-05-03T16:15:00,Downtown,28.590146,77.195047,128.49,54.22,Cloudy,0.0,0,0,0.84,Low
2026-05-03T16:30:00,Airport Road,28.645051,77.172543,58.3,58.73,Clear,0.0,0,0,0.54,Low
2026-05-03T16:45:00,Airport Road,28.620604,77.268671,141.72,54.8,Cloudy,0.0,0,0,0.66,Medium
2026-05-03T17:00:00,Downtown,28.678438,77.232466,170.08,31.46,Cloudy,0.0,0,0,0.2,Medium
2026-05-03T17:15:00,City Mall,28.650864,77.159816,170.22,27.65,Rainy,0.44,0,0,0.94,Medium
2026-05-03T17:30:00,Industrial Belt,28.629303,77.165801,191.9,17.49,Rainy,4.83,0,0,0.43,High
2026-05-03T17:45:00,Tech Park,28.617127,77.197291,216.52,27.38,Cloudy,0.0,1,0,0.73,High
2026-05-03T18:00:00,City Mall,28.61853,77.279251,222.81,21.8,Clear,0.0,0,0,0.47,High
2026-05-03T18:15:00,Airport Road,28.651913,77.167204,230.87,26.4,Clear,0.0,0,0,0.41,High
2026-05-03T18:30:00,Downtown,28.578263,77.274654,146.63,26.7,Storm,0.71,1,1,0.69,High
2026-05-03T18:45:00,University Circle,28.678496,77.28727,176.6,30.65,Clear,0.0,0,0,0.53,Medium
2026-05-03T19:00:00,Downtown,28.56373,77.253734,162.46,24.05,Storm,1.29,1,1,0.48,High
2026-05-03T19:15:00,Tech Park,28.61249,77.288414,138.93,28.95,Cloudy,0.0,0,0,0.72,Medium
2026-05-03T19:30:00,Airport Road,28.626714,77.143638,167.31,37.01,Clear,0.0,0,1,0.6,Medium
2026-05-03T19:45:00,Downtown,28.622037,77.142918,191.71,9.02,Clear,0.0,0,0,0.32,High
2026-05-03T20:00:00,Industrial Belt,28.68784,77.146515,151.76,45.43,Cloudy,0.0,0,0,0.62,Medium
2026-05-03T20:15:00,University Circle,28.672806,77.168246,142.33,41.81,Clear,0.0,0,1,0.5,Medium
2026-05-03T20:30:00,Airport Road,28.632878,77.249435,114.15,46.76,Clear,0.0,0,0,0.63,Medium
2026-05-03T20:45:00,City Mall,28.57529,77.159901,134.01,42.02,Cloudy,0.0,0,0,0.44,Medium
2026-05-03T21:00:00,City Mall,28.658675,77.146117,128.73,63.93,Storm,4.59,0,1,0.29,Medium
2026-05-03T21:15:00,Airport Road,28.544754,77.177154,107.3,47.1,Cloudy,0.0,0,0,0.45,Low
2026-05-03T21:30:00,City Mall,28.595278,77.1395,133.2,39.61,Rainy,4.31,0,0,0.67,Medium
2026-05-03T21:45:00,University Circle,28.606122,77.15518,118.32,52.78,Clear,0.0,0,0,0.73,Low
2026-05-03T22:00:00,Industrial Belt,28.554914,77.267889,135.08,47.92,Rainy,0.06,0,0,0.45,Medium
2026-05-03T22:15:00,University Circle,28.538881,77.233267,153.27,40.88,Cloudy,0.0,0,0,0.61,Medium
2026-05-03T22:30:00,University Circle,28.669065,77.250764,135.99,33.67,Clear,0.0,0,0,0.61,Medium
2026-05-03T22:45:00,Industrial Belt,28.607836,77.129197,177.33,63.01,Clear,0.0,0,0,0.63,Medium
2026-05-03T23:00:00,City Mall,28.576939,77.256609,85.16,39.65,Clear,0.0,0,0,0.21,Low
2026-05-03T23:15:00,Industrial Belt,28.689852,77.244502,162.53,53.91,Storm,2.03,0,0,0.63,Medium
2026-05-03T23:30:00,Industrial Belt,28.556699,77.208822,172.62,55.53,Cloudy,0.0,0,0,0.39,Medium
2026-05-03T23:45:00,City Mall,28.547101,77.260922,121.32,28.38,Storm,0.34,0,0,0.57,Medium
2026-05-04T00:00:00,University Circle,28.553775,77.272395,110.41,65.42,Cloudy,0.0,0,1,0.8,Low
2026-05-04T00:15:00,Tech Park,28.633949,77.254348,108.26,73.96,Cloudy,0.0,0,0,0.53,Low
2026-05-04T00:30:00,Downtown,28.56014,77.199177,172.45,52.8,Cloudy,0.0,0,0,0.83,Medium
2026-05-04T00:45:00,University Circle,28.690038,77.182903,138.3,38.12,Cloudy,0.0,0,0,0.38,Medium
2026-05-04T01:00:00,Downtown,28.612824,77.142044,146.37,28.56,Clear,0.0,0,0,0.46,Medium
2026-05-04T01:15:00,Downtown,28.672824,77.245347,103.09,63.89,Clear,0.0,0,1,0.27,Low
2026-05-04T01:30:00,City Mall,28.597182,77.22599,190.06,60.8,Cloudy,0.0,1,0,0.63,Medium
2026-05-04T01:45:00,City Mall,28.567606,77.228675,168.19,54.32,Clear,0.0,0,1,0.45,Medium
2026-05-04T02:00:00,Industrial Belt,28.615918,77.195085,96.49,43.71,Clear,0.0,0,0,0.42,Low
2026-05-04T02:15:00,Downtown,28.639919,77.144242,73.62,57.88,Clear,0.0,0,0,0.86,Low
2026-05-04T02:30:00,Airport Road,28.689071,77.201606,173.82,45.92,Clear,0.0,0,0,0.32,Medium
2026-05-04T02:45:00,Airport Road,28.627961,77.280773,94.03,29.34,Clear,0.0,0,0,0.82,Medium
2026-05-04T03:00:00,Airport Road,28.605319,77.267275,126.22,64.01,Clear,0.0,1,0,0.97,Medium
2026-05-04T03:15:00,City Mall,28.683757,77.135295,115.42,32.58,Rainy,1.7,0,1,0.19,Medium
2026-05-04T03:30:00,University Circle,28.53469,77.28129,152.07,49.16,Cloudy,0.0,0,0,0.39,Medium
2026-05-04T03:45:00,Industrial Belt,28.583169,77.241749,134.12,52.35,Storm,0.38,0,0,0.52,Medium
2026-05-04T04:00:00,Tech Park,28.639761,77.285581,127.61,43.77,Clear,0.0,0,0,0.55,Medium
2026-05-04T04:15:00,Downtown,28.538762,77.277952,158.69,59.24,Clear,0.0,0,0,0.41,Medium
2026-05-04T04:30:00,Airport Road,28.559386,77.225793,130.38,54.63,Storm,0.98,0,0,0.6,Medium
2026-05-04T04:45:00,Industrial Belt,28.586225,77.235815,92.51,52.17,Rainy,3.05,0,0,0.52,Low
2026-05-04T05:00:00,Downtown,28.592534,77.192388,120.55,34.38,Clear,0.0,0,0,0.83,Medium
2026-05-04T05:15:00,Airport Road,28.536247,77.22293,135.79,32.41,Rainy,1.62,0,0,0.26,Medium
2026-05-04T05:30:00,Airport Road,28.631165,77.251381,125.98,52.14,Storm,3.47,0,0,0.69,Medium
2026-05-04T05:45:00,Downtown,28.638651,77.189812,129.84,43.84,Clear,0.0,0,0,0.3,Medium
2026-05-04T06:00:00,City Mall,28.57948,77.178166,126.3,61.7,Clear,0.0,0,0,0.44,Low
2026-05-04T06:15:00,Downtown,28.617497,77.148716,64.46,48.95,Clear,0.0,0,0,0.62,Low
2026-05-04T06:30:00,City Mall,28.57495,77.283068,168.91,44.1,Cloudy,0.0,0,0,0.57,Medium
2026-05-04T06:45:00,Industrial Belt,28.616328,77.223966,139.02,51.95,Clear,0.0,0,1,0.76,Medium
2026-05-04T07:00:00,Downtown,28.571799,77.253884,148.1,38.27,Clear,0.0,0,0,0.4,Medium
2026-05-04T07:15:00,Tech Park,28.558377,77.166638,195.08,44.04,Cloudy,0.0,0,0,0.75,Medium
2026-05-04T07:30:00,University Circle,28.631035,77.216472,100.49,28.56,Cloudy,0.0,0,1,0.62,Medium
2026-05-04T07:45:00,University Circle,28.604735,77.200327,92.97,57.51,Cloudy,0.0,0,1,0.46,Low
2026-05-04T08:00:00,City Mall,28.546607,77.142705,141.47,21.46,Clear,0.0,0,0,0.59,Medium
2026-05-04T08:15:00,Industrial Belt,28.62875,77.237821,125.54,27.04,Clear,0.0,0,0,0.27,Medium
2026-05-04T08:30:00,Industrial Belt,28.623145,77.245904,155.32,29.33,Cloudy,0.0,1,0,0.37,High
2026-05-04T08:45:00,Tech Park,28.549368,77.201059,202.03,21.17,Cloudy,0.0,0,1,0.77,High
2026-05-04T09:00:00,City Mall,28.553073,77.284866,153.63,39.47,Cloudy,0.0,0,0,0.63,Medium
2026-05-04T09:15:00,City Mall,28.666071,77.254124,191.75,17.15,Clear,0.0,0,1,0.39,High
2026-05-04T09:30:00,Downtown,28.615456,77.261046,186.77,28.84,Rainy,2.44,0,0,0.45,High
2026-05-04T09:45:00,Airport Road,28.682795,77.147619,164.65,44.0,Rainy,2.05,0,0,0.61,Medium
2026-05-04T10:00:00,City Mall,28.537563,77.153607,204.93,31.44,Cloudy,0.0,0,0,0.37,High
2026-05-04T10:15:00,Industrial Belt,28.666593,77.179805,190.56,20.41,Cloudy,0.0,0,0,0.61,High
2026-05-04T10:30:00,City Mall,28.621825,77.283532,116.92,22.24,Cloudy,0.0,0,0,0.33,Medium
2026-05-04T10:45:00,Industrial Belt,28.630309,77.187368,201.0,43.73,Clear,0.0,0,0,0.19,Medium
2026-05-04T11:00:00,Tech Park,28.543145,77.240206,98.53,41.37,Cloudy,0.0,0,0,0.27,Low
2026-05-04T11:15:00,Airport Road,28.638816,77.264683,151.94,55.52,Clear,0.0,0,0,0.67,Medium
2026-05-04T11:30:00,University Circle,28.600161,77.261406,150.75,54.15,Clear,0.0,0,0,0.45,Medium
2026-05-04T11:45:00,City Mall,28.568332,77.130939,133.71,33.07,Cloudy,0.0,0,0,0.54,Medium
2026-05-04T12:00:00,City Mall,28.612019,77.153008,160.89,34.65,Cloudy,0.0,0,0,0.81,Medium
2026-05-04T12:15:00,City Mall,28.555203,77.145344,112.67,50.58,Rainy,1.86,0,1,0.7,Medium
2026-05-04T12:30:00,Airport Road,28.635852,77.234497,95.13,48.32,Cloudy,0.0,0,0,0.69,Low
2026-05-04T12:45:00,University Circle,28.550811,77.287124,98.85,44.09,Clear,0.0,0,0,0.53,Low
2026-05-04T13:00:00,Downtown,28.68694,77.247001,123.3,28.83,Clear,0.0,0,0,0.38,Medium
2026-05-04T13:15:00,Airport Road,28.590675,77.194941,163.93,47.26,Clear,0.0,0,0,0.72,Medium
2026-05-04T13:30:00,Downtown,28.690059,77.235776,121.22,42.46,Storm,1.37,0,0,0.54,Medium
2026-05-04T13:45:00,Tech Park,28.630201,77.222188,82.65,53.95,Cloudy,0.0,0,0,0.66,Low
2026-05-04T14:00:00,Tech Park,28.569838,77.188547,59.18,21.63,Cloudy,0.0,0,0,0.51,Medium
2026-05-04T14:15:00,Industrial Belt,28.535934,77.287786,110.31,30.45,Rainy,4.34,0,0,0.62,Medium
2026-05-04T14:30:00,Airport Road,28.542517,77.18021,175.97,35.06,Cloudy,0.0,0,0,0.71,Medium
2026-05-04T14:45:00,City Mall,28.650057,77.259846,121.07,27.1,Rainy,2.14,0,0,0.86,Medium
2026-05-04T15:00:00,University Circle,28.558151,77.144001,155.07,47.46,Clear,0.0,0,0,0.66,Medium
2026-05-04T15:15:00,University Circle,28.69259,77.144868,146.93,60.46,Clear,0.0,0,0,0.47,Low
2026-05-04T15:30:00,University Circle,28.563984,77.185862,129.73,62.46,Clear,0.0,0,0,0.41,Low
2026-05-04T15:45:00,Tech Park,28.655288,77.237541,142.69,52.61,Cloudy,0.0,0,0,0.64,Medium
2026-05-04T16:00:00,City Mall,28.636838,77.253864,103.97,40.71,Cloudy,0.0,0,0,0.48,Medium
2026-05-04T16:15:00,Downtown,28.628012,77.205956,78.67,38.23,Cloudy,0.0,0,0,0.58,Low
2026-05-04T16:30:00,Industrial Belt,28.611756,77.224899,109.28,45.79,Clear,0.0,0,0,0.74,Low
2026-05-04T16:45:00,Tech Park,28.647129,77.255178,149.69,11.72,Clear,0.0,0,0,0.69,High
2026-05-04T17:00:00,Tech Park,28.593328,77.139007,201.62,38.38,Rainy,0.5,0,0,0.45,Medium
2026-05-04T17:15:00,Industrial Belt,28.69248,77.248555,190.63,13.48,Storm,2.58,0,0,0.4,High
2026-05-04T17:30:00,University Circle,28.581696,77.279509,163.69,10.86,Rainy,1.02,0,0,0.62,High
2026-05-04T17:45:00,Industrial Belt,28.634887,77.136975,170.4,18.01,Rainy,1.08,0,0,0.55,High
2026-05-04T18:00:00,University Circle,28.577998,77.25494,177.67,32.94,Clear,0.0,0,0,0.58,Medium
2026-05-04T18:15:00,University Circle,28.543925,77.27403,174.08,31.22,Clear,0.0,0,1,0.35,High
2026-05-04T18:30:00,Tech Park,28.651092,77.216731,220.59,25.48,Rainy,1.39,0,0,0.97,High
2026-05-04T18:45:00,City Mall,28.624353,77.203229,182.8,34.17,Clear,0.0,0,0,0.42,Medium
2026-05-04T19:00:00,Industrial Belt,28.623696,77.212743,151.64,26.45,Rainy,1.83,0,0,0.32,Medium
2026-05-04T19:15:00,Tech Park,28.64017,77.163574,177.97,49.59,Clear,0.0,0,0,0.5,Medium
2026-05-04T19:30:00,University Circle,28.607378,77.137313,158.0,37.23,Clear,0.0,0,0,0.57,Medium
2026-05-04T19:45:00,City Mall,28.639441,77.154859,236.86,48.99,Cloudy,0.0,0,0,0.62,High
2026-05-04T20:00:00,University Circle,28.679375,77.215192,85.93,44.94,Cloudy,0.0,0,0,0.57,Low
2026-05-04T20:15:00,Airport Road,28.660757,77.221415,69.66,59.26,Clear,0.0,0,0,0.65,Low
2026-05-04T20:30:00,Tech Park,28.605516,77.218251,133.3,31.58,Clear,0.0,0,0,1.0,Medium
2026-05-04T20:45:00,City Mall,28.651122,77.26026,126.4,57.04,Storm,0.73,0,0,0.36,Low
2026-05-04T21:00:00,Industrial Belt,28.635447,77.155553,118.56,42.75,Clear,0.0,0,0,0.73,Medium
2026-05-04T21:15:00,Downtown,28.538598,77.260673,101.66,29.91,Storm,0.26,0,0,0.37,Medium
2026-05-04T21:30:00,Downtown,28.609287,77.260462,45.74,37.71,Cloudy,0.0,0,0,0.65,Low
2026-05-04T21:45:00,Tech Park,28.550002,77.16738,90.6,40.3,Cloudy,0.0,0,0,0.38,Low
2026-05-04T22:00:00,Industrial Belt,28.651991,77.257991,103.3,53.0,Clear,0.0,0,0,0.38,Low
2026-05-04T22:15:00,Airport Road,28.570249,77.262927,137.63,55.46,Cloudy,0.0,0,0,0.31,Medium
2026-05-04T22:30:00,City Mall,28.53921,77.177631,137.99,47.15,Rainy,3.11,0,1,0.67,Medium
2026-05-04T22:45:00,University Circle,28.53393,77.156053,65.37,27.86,Clear,0.0,0,0,0.79,Low
2026-05-04T23:00:00,University Circle,28.601508,77.135724,106.8,48.98,Clear,0.0,0,0,0.58,Low
2026-05-04T23:15:00,University Circle,28.666066,77.24089,155.11,69.68,Cloudy,0.0,0,0,0.29,Low
2026-05-04T23:30:00,City Mall,28.620412,77.144446,110.82,22.38,Cloudy,0.0,0,0,0.5,Medium
2026-05-04T23:45:00,Industrial Belt,28.629709,77.139319,78.07,29.72,Storm,2.7,0,0,0.96,Medium
2026-05-05T00:00:00,University Circle,28.69317,77.265911,94.32,45.43,Rainy,0.46,0,0,0.59,Low
2026-05-05T00:15:00,Downtown,28.54425,77.281932,80.79,43.68,Clear,0.0,0,0,0.54,Low
2026-05-05T00:30:00,Downtown,28.646321,77.166989,142.21,33.41,Clear,0.0,0,0,0.56,Medium
2026-05-05T00:45:00,Tech Park,28.577351,77.204664,151.74,42.41,Clear,0.0,0,0,0.51,Medium
2026-05-05T01:00:00,Tech Park,28.689345,77.182016,130.66,28.12,Cloudy,0.0,0,0,0.54,Medium
2026-05-05T01:15:00,City Mall,28.619821,77.265662,103.03,54.31,Cloudy,0.0,0,0,0.46,Low
2026-05-05T01:30:00,Downtown,28.597422,77.142935,115.97,34.37,Clear,0.0,0,0,0.6,Medium
2026-05-05T01:45:00,City Mall,28.641967,77.136177,146.53,43.95,Clear,0.0,0,0,0.61,Medium
2026-05-05T02:00:00,City Mall,28.631165,77.1785,146.91,39.2,Clear,0.0,0,0,0.58,Medium
2026-05-05T02:15:00,Tech Park,28.574971,77.235447,140.58,58.03,Clear,0.0,0,0,0.51,Low
2026-05-05T02:30:00,University Circle,28.590663,77.279676,150.03,59.72,Clear,0.0,0,0,0.76,Medium
2026-05-05T02:45:00,Tech Park,28.556119,77.147518,109.46,41.19,Cloudy,0.0,0,0,0.65,Medium
2026-05-05T03:00:00,Airport Road,28.581107,77.20676,152.11,38.42,Clear,0.0,0,0,0.57,Medium
2026-05-05T03:15:00,Downtown,28.544682,77.190983,109.64,58.0,Clear,0.0,0,0,0.3,Low
2026-05-05T03:30:00,University Circle,28.60592,77.221683,136.27,40.69,Rainy,1.98,0,0,0.65,Medium
2026-05-05T03:45:00,Tech Park,28.560598,77.197885,36.29,33.43,Clear,0.0,0,0,0.47,Low
2026-05-05T04:00:00,University Circle,28.59564,77.255675,89.71,47.5,Rainy,4.63,0,0,0.57,Low
2026-05-05T04:15:00,Downtown,28.556388,77.206694,120.19,39.29,Storm,0.94,0,0,0.53,Medium
2026-05-05T04:30:00,Tech Park,28.584013,77.15253,81.64,44.57,Rainy,0.19,0,1,0.29,Low
